,Date,Title,Author,Ranking,Year,Month,List
286,2020-08-01,Peace Talks,Jim Butcher,2,2020,8,combined-print-and-e-book-fiction
287,2020-08-01,The Vanishing Half,Brit Bennett,3,2020,8,combined-print-and-e-book-fiction
288,2020-08-01,28 Summers,Elin Hilderbrand,4,2020,8,combined-print-and-e-book-fiction
289,2020-08-01,Where The Crawdads Sing,Delia Owens,5,2020,8,combined-print-and-e-book-fiction
290,2020-08-01,The Guest List,Lucy Foley,6,2020,8,combined-print-and-e-book-fiction
291,2020-08-01,Sex And Vanity,Kevin Kwan,7,2020,8,combined-print-and-e-book-fiction
292,2020-08-01,A Walk Along The Beach,Debbie Macomber,8,2020,8,combined-print-and-e-book-fiction
293,2020-08-01,The Guardians,John Grisham,9,2020,8,combined-print-and-e-book-fiction
294,2020-08-01,Little Fires Everywhere,Celeste Ng,10,2020,8,combined-print-and-e-book-fiction
295,2020-08-01,Camino Winds,John Grisham,11,2020,8,combined-print-and-e-book-fiction
296,2020-08-01,Cajun Justice,James Patterson and Tucker Axum III,12,2020,8,combined-print-and-e-book-fiction
297,2020-08-01,American Dirt,Jeanine Cummins,13,2020,8,combined-print-and-e-book-fiction
298,2020-08-01,Utopia Avenue,David Mitchell,14,2020,8,combined-print-and-e-book-fiction
299,2020-08-01,The Summer House,James Patterson and Brendan DuBois,15,2020,8,combined-print-and-e-book-fiction
300,2020-09-01,Royal,Danielle Steel,1,2020,9,combined-print-and-e-book-fiction
301,2020-09-01,Where The Crawdads Sing,Delia Owens,2,2020,9,combined-print-and-e-book-fiction
302,2020-09-01,The Jackal,J.R. Ward,3,2020,9,combined-print-and-e-book-fiction
303,2020-09-01,The Vanishing Half,Brit Bennett,4,2020,9,combined-print-and-e-book-fiction
304,2020-09-01,The Guest List,Lucy Foley,5,2020,9,combined-print-and-e-book-fiction
305,2020-09-01,Then She Was Gone,Lisa Jewell,6,2020,9,combined-print-and-e-book-fiction
306,2020-09-01,28 Summers,Elin Hilderbrand,7,2020,9,combined-print-and-e-book-fiction
307,2020-09-01,American Dirt,Jeanine Cummins,8,2020,9,combined-print-and-e-book-fiction
308,2020-09-01,Little Fires Everywhere,Celeste Ng,9,2020,9,combined-print-and-e-book-fiction
309,2020-09-01,The Midwife Murders,James Patterson and Richard DiLallo,10,2020,9,combined-print-and-e-book-fiction
310,2020-09-01,The Order,Daniel Silva,11,2020,9,combined-print-and-e-book-fiction
311,2020-09-01,1St Case,James Patterson and Chris Tebbetts,12,2020,9,combined-print-and-e-book-fiction
312,2020-09-01,The Guardians,John Grisham,13,2020,9,combined-print-and-e-book-fiction
313,2020-09-01,The Silent Patient,Alex Michaelides,14,2020,9,combined-print-and-e-book-fiction
314,2020-09-01,Near Dark,Brad Thor,15,2020,9,combined-print-and-e-book-fiction
315,2020-10-01,The Evening And The Morning,Ken Follett,1,2020,10,combined-print-and-e-book-fiction
316,2020-10-01,Vince Flynn: Total Power,Kyle Mills,2,2020,10,combined-print-and-e-book-fiction
317,2020-10-01,Troubled Blood,Robert Galbraith,3,2020,10,combined-print-and-e-book-fiction
318,2020-10-01,To Sleep In A Sea Of Stars,Christopher Paolini,4,2020,10,combined-print-and-e-book-fiction
319,2020-10-01,Shadows In Death,J.D. Robb,5,2020,10,combined-print-and-e-book-fiction
320,2020-10-01,Anxious People,Fredrik Backman,6,2020,10,combined-print-and-e-book-fiction
321,2020-10-01,The Vanishing Half,Brit Bennett,7,2020,10,combined-print-and-e-book-fiction
322,2020-10-01,All The Devils Are Here,Louise Penny,8,2020,10,combined-print-and-e-book-fiction
323,2020-10-01,Piranesi,Susanna Clarke,9,2020,10,combined-print-and-e-book-fiction
324,2020-10-01,One By One,Ruth Ware,10,2020,10,combined-print-and-e-book-fiction
325,2020-10-01,Where The Crawdads Sing,Delia Owens,11,2020,10,combined-print-and-e-book-fiction
326,2020-10-01,The Harbinger Ii,Jonathan Cahn,12,2020,10,combined-print-and-e-book-fiction
327,2020-10-01,The Guest List,Lucy Foley,13,2020,10,combined-print-and-e-book-fiction
328,2020-10-01,Squeeze Me,Carl Hiaasen,14,2020,10,combined-print-and-e-book-fiction
329,2020-10-01,Fifty Words For Rain,Asha Lemmie,15,2020,10,combined-print-and-e-book-fiction
330,2020-11-01,A Time For Mercy,John Grisham,1,2020,11,combined-print-and-e-book-fiction
331,2020-11-01,The Return,Nicholas Sparks,2,2020,11,combined-print-and-e-book-fiction
332,2020-11-01,The Searcher,Tana French,3,2020,11,combined-print-and-e-book-fiction
333,2020-11-01,The Evening And The Morning,Ken Follett,4,2020,11,combined-print-and-e-book-fiction
334,2020-11-01,Troubles In Paradise,Elin Hilderbrand,5,2020,11,combined-print-and-e-book-fiction
335,2020-11-01,The Book Of Two Ways,Jodi Picoult,6,2020,11,combined-print-and-e-book-fiction
336,2020-11-01,The Invisible Life Of Addie Larue,V.E. Schwab,7,2020,11,combined-print-and-e-book-fiction
337,2020-11-01,Return To Virgin River,Robyn Carr,8,2020,11,combined-print-and-e-book-fiction
338,2020-11-01,Jingle All The Way,Debbie Macomber,9,2020,11,combined-print-and-e-book-fiction
339,2020-11-01,Invisible Girl,Lisa Jewell,10,2020,11,combined-print-and-e-book-fiction
340,2020-11-01,Leave The World Behind,Rumaan Alam,11,2020,11,combined-print-and-e-book-fiction
341,2020-11-01,The Vanishing Half,Brit Bennett,12,2020,11,combined-print-and-e-book-fiction
342,2020-11-01,Anxious People,Fredrik Backman,13,2020,11,combined-print-and-e-book-fiction
343,2020-11-01,The Coast-To-Coast Murders,James Patterson and J.D. Barker,14,2020,11,combined-print-and-e-book-fiction
344,2020-11-01,Where The Crawdads Sing,Delia Owens,15,2020,11,combined-print-and-e-book-fiction
345,2020-12-01,Rhythm Of War,Brandon Sanderson,1,2020,12,combined-print-and-e-book-fiction
346,2020-12-01,Daylight,David Baldacci,2,2020,12,combined-print-and-e-book-fiction
347,2020-12-01,Home Body,Rupi Kaur,3,2020,12,combined-print-and-e-book-fiction
348,2020-12-01,The Law Of Innocence,Michael Connelly,4,2020,12,combined-print-and-e-book-fiction
349,2020-12-01,A Time For Mercy,John Grisham,5,2020,12,combined-print-and-e-book-fiction
350,2020-12-01,All That Glitters,Danielle Steel,6,2020,12,combined-print-and-e-book-fiction
351,2020-12-01,Tom Clancy: Shadow Of The Dragon,Marc Cameron,7,2020,12,combined-print-and-e-book-fiction
352,2020-12-01,The Sentinel,Lee Child and Andrew Child,8,2020,12,combined-print-and-e-book-fiction
353,2020-12-01,The Return,Nicholas Sparks,9,2020,12,combined-print-and-e-book-fiction
354,2020-12-01,Fortune And Glory,Janet Evanovich,10,2020,12,combined-print-and-e-book-fiction
355,2020-12-01,Piece Of My Heart,Mary Higgins Clark and Alafair Burke,11,2020,12,combined-print-and-e-book-fiction
356,2020-12-01,The Vanishing Half,Brit Bennett,12,2020,12,combined-print-and-e-book-fiction
357,2020-12-01,Anxious People,Fredrik Backman,13,2020,12,combined-print-and-e-book-fiction
358,2020-12-01,The Invisible Life Of Addie Larue,V.E. Schwab,14,2020,12,combined-print-and-e-book-fiction
359,2020-12-01,The Evening And The Morning,Ken Follett,15,2020,12,combined-print-and-e-book-fiction
360,2021-01-01,A Time For Mercy,John Grisham,1,2021,1,combined-print-and-e-book-fiction
361,2021-01-01,Deadly Cross,James Patterson,2,2021,1,combined-print-and-e-book-fiction
362,2021-01-01,Ready Player Two,Ernest Cline,3,2021,1,combined-print-and-e-book-fiction
363,2021-01-01,The Vanishing Half,Brit Bennett,4,2021,1,combined-print-and-e-book-fiction
364,2021-01-01,The Return,Nicholas Sparks,5,2021,1,combined-print-and-e-book-fiction
365,2021-01-01,Daylight,David Baldacci,6,2021,1,combined-print-and-e-book-fiction
366,2021-01-01,Where The Crawdads Sing,Delia Owens,7,2021,1,combined-print-and-e-book-fiction
367,2021-01-01,Home Body,Rupi Kaur,8,2021,1,combined-print-and-e-book-fiction
368,2021-01-01,The Sentinel,Lee Child and Andrew Child,9,2021,1,combined-print-and-e-book-fiction
369,2021-01-01,The Law Of Innocence,Michael Connelly,10,2021,1,combined-print-and-e-book-fiction
370,2021-01-01,The Midnight Library,Matt Haig,11,2021,1,combined-print-and-e-book-fiction
371,2021-01-01,The Awakening,Nora Roberts,12,2021,1,combined-print-and-e-book-fiction
372,2021-01-01,Nypd Red 6,James Patterson and Marshall Karp,13,2021,1,combined-print-and-e-book-fiction
373,2021-01-01,Fortune And Glory,Janet Evanovich,14,2021,1,combined-print-and-e-book-fiction
374,2021-01-01,Anxious People,Fredrik Backman,15,2021,1,combined-print-and-e-book-fiction
375,2021-02-01,The Duke And I,Julia Quinn,1,2021,2,combined-print-and-e-book-fiction
376,2021-02-01,Before She Disappeared,Lisa Gardner,2,2021,2,combined-print-and-e-book-fiction
377,2021-02-01,The Vanishing Half,Brit Bennett,3,2021,2,combined-print-and-e-book-fiction
378,2021-02-01,The Midnight Library,Matt Haig,4,2021,2,combined-print-and-e-book-fiction
379,2021-02-01,The Invisible Life Of Addie Larue,V.E. Schwab,5,2021,2,combined-print-and-e-book-fiction
380,2021-02-01,The Push,Ashley Audrain,6,2021,2,combined-print-and-e-book-fiction
381,2021-02-01,Neighbors,Danielle Steel,7,2021,2,combined-print-and-e-book-fiction
382,2021-02-01,Where The Crawdads Sing,Delia Owens,8,2021,2,combined-print-and-e-book-fiction
383,2021-02-01,Anxious People,Fredrik Backman,9,2021,2,combined-print-and-e-book-fiction
384,2021-02-01,Firefly Lane,Kristin Hannah,10,2021,2,combined-print-and-e-book-fiction
385,2021-02-01,A Time For Mercy,John Grisham,11,2021,2,combined-print-and-e-book-fiction
386,2021-02-01,The Viscount Who Loved Me,Julia Quinn,12,2021,2,combined-print-and-e-book-fiction
387,2021-02-01,The Scorpion'S Tail,Douglas Preston and Lincoln Child,13,2021,2,combined-print-and-e-book-fiction
388,2021-02-01,News Of The World,Paulette Jiles,14,2021,2,combined-print-and-e-book-fiction
389,2021-02-01,The Dutch House,Ann Patchett,15,2021,2,combined-print-and-e-book-fiction
390,2021-03-01,A Court Of Silver Flames,Sarah J. Maas,1,2021,3,combined-print-and-e-book-fiction
391,2021-03-01,The Four Winds,Kristin Hannah,2,2021,3,combined-print-and-e-book-fiction
392,2021-03-01,Firefly Lane,Kristin Hannah,3,2021,3,combined-print-and-e-book-fiction
393,2021-03-01,Relentless,Mark Greaney,4,2021,3,combined-print-and-e-book-fiction
394,2021-03-01,The Duke And I,Julia Quinn,5,2021,3,combined-print-and-e-book-fiction
395,2021-03-01,Missing And Endangered,J.A. Jance,6,2021,3,combined-print-and-e-book-fiction
396,2021-03-01,The Midnight Library,Matt Haig,7,2021,3,combined-print-and-e-book-fiction
397,2021-03-01,The Vanishing Half,Brit Bennett,8,2021,3,combined-print-and-e-book-fiction
398,2021-03-01,The Sanatorium,Sarah Pearse,9,2021,3,combined-print-and-e-book-fiction
399,2021-03-01,Faithless In Death,J.D. Robb,10,2021,3,combined-print-and-e-book-fiction
400,2021-03-01,The Viscount Who Loved Me,Julia Quinn,11,2021,3,combined-print-and-e-book-fiction
401,2021-03-01,The Russian,James Patterson and James O. Born,12,2021,3,combined-print-and-e-book-fiction
402,2021-03-01,The Invisible Life Of Addie Larue,V.E. Schwab,13,2021,3,combined-print-and-e-book-fiction
403,2021-03-01,Romancing Mister Bridgerton,Julia Quinn,14,2021,3,combined-print-and-e-book-fiction
404,2021-03-01,Where The Crawdads Sing,Delia Owens,15,2021,3,combined-print-and-e-book-fiction
405,2021-04-01,Win,Harlan Coben,1,2021,4,combined-print-and-e-book-fiction
406,2021-04-01,Wild Sign,Patricia Briggs,2,2021,4,combined-print-and-e-book-fiction
407,2021-04-01,The Four Winds,Kristin Hannah,3,2021,4,combined-print-and-e-book-fiction
408,2021-04-01,Later,Stephen King,4,2021,4,combined-print-and-e-book-fiction
409,2021-04-01,The Midnight Library,Matt Haig,5,2021,4,combined-print-and-e-book-fiction
410,2021-04-01,Life After Death,Sister Souljah,6,2021,4,combined-print-and-e-book-fiction
411,2021-04-01,Klara And The Sun,Kazuo Ishiguro,7,2021,4,combined-print-and-e-book-fiction
412,2021-04-01,The Duke And I,Julia Quinn,8,2021,4,combined-print-and-e-book-fiction
413,2021-04-01,The Rose Code,Kate Quinn,9,2021,4,combined-print-and-e-book-fiction
414,2021-04-01,We Begin At The End,Chris Whitaker,10,2021,4,combined-print-and-e-book-fiction
415,2021-04-01,Dark Sky,C.J. Box,11,2021,4,combined-print-and-e-book-fiction
416,2021-04-01,Camino Winds,John Grisham,12,2021,4,combined-print-and-e-book-fiction
417,2021-04-01,The Invisible Life Of Addie Larue,V.E. Schwab,13,2021,4,combined-print-and-e-book-fiction
418,2021-04-01,The Vanishing Half,Brit Bennett,14,2021,4,combined-print-and-e-book-fiction
419,2021-04-01,The Song Of Achilles,Madeline Miller,15,2021,4,combined-print-and-e-book-fiction
420,2021-05-01,Ocean Prey,John Sandford,1,2021,5,combined-print-and-e-book-fiction
421,2021-05-01,The Hill We Climb,Amanda Gorman,2,2021,5,combined-print-and-e-book-fiction
422,2021-05-01,The Devil'S Hand,Jack Carr,3,2021,5,combined-print-and-e-book-fiction
423,2021-05-01,The Four Winds,Kristin Hannah,4,2021,5,combined-print-and-e-book-fiction
424,2021-05-01,Where The Crawdads Sing,Delia Owens,5,2021,5,combined-print-and-e-book-fiction
425,2021-05-01,The Midnight Library,Matt Haig,6,2021,5,combined-print-and-e-book-fiction
426,2021-05-01,Stargazer,Anne Hillerman,7,2021,5,combined-print-and-e-book-fiction
427,2021-05-01,The Good Sister,Sally Hepworth,8,2021,5,combined-print-and-e-book-fiction
428,2021-05-01,The Red Book,James Patterson and David Ellis,9,2021,5,combined-print-and-e-book-fiction
429,2021-05-01,When The Stars Go Dark,Paula McLain,10,2021,5,combined-print-and-e-book-fiction
430,2021-05-01,The Song Of Achilles,Madeline Miller,11,2021,5,combined-print-and-e-book-fiction
431,2021-05-01,Win,Harlan Coben,12,2021,5,combined-print-and-e-book-fiction
432,2021-05-01,The Rose Code,Kate Quinn,13,2021,5,combined-print-and-e-book-fiction
433,2021-05-01,Later,Stephen King,14,2021,5,combined-print-and-e-book-fiction
434,2021-05-01,The Invisible Life Of Addie Larue,V.E. Schwab,15,2021,5,combined-print-and-e-book-fiction
435,2021-06-01,The Last Thing He Told Me,Laura Dave,1,2021,6,combined-print-and-e-book-fiction
436,2021-06-01,Sooley,John Grisham,2,2021,6,combined-print-and-e-book-fiction
437,2021-06-01,Project Hail Mary,Andy Weir,3,2021,6,combined-print-and-e-book-fiction
438,2021-06-01,Where The Crawdads Sing,Delia Owens,4,2021,6,combined-print-and-e-book-fiction
439,2021-06-01,21St Birthday,James Patterson and Maxine Paetro,5,2021,6,combined-print-and-e-book-fiction
440,2021-06-01,While Justice Sleeps,Stacey Abrams,6,2021,6,combined-print-and-e-book-fiction
441,2021-06-01,That Summer,Jennifer Weiner,7,2021,6,combined-print-and-e-book-fiction
442,2021-06-01,The Midnight Library,Matt Haig,8,2021,6,combined-print-and-e-book-fiction
443,2021-06-01,The Four Winds,Kristin Hannah,9,2021,6,combined-print-and-e-book-fiction
444,2021-06-01,People We Meet On Vacation,Emily Henry,10,2021,6,combined-print-and-e-book-fiction
445,2021-06-01,A Gambling Man,David Baldacci,11,2021,6,combined-print-and-e-book-fiction
446,2021-06-01,The Silent Patient,Alex Michaelides,12,2021,6,combined-print-and-e-book-fiction
447,2021-06-01,The Song Of Achilles,Madeline Miller,13,2021,6,combined-print-and-e-book-fiction
448,2021-06-01,The Plot,Jean Hanff Korelitz,14,2021,6,combined-print-and-e-book-fiction
449,2021-06-01,The Soulmate Equation,Christina Lauren,15,2021,6,combined-print-and-e-book-fiction
450,2021-07-01,The President'S Daughter,Bill Clinton and James Patterson,1,2021,7,combined-print-and-e-book-fiction
451,2021-07-01,The Maidens,Alex Michaelides,2,2021,7,combined-print-and-e-book-fiction
452,2021-07-01,The Last Thing He Told Me,Laura Dave,3,2021,7,combined-print-and-e-book-fiction
453,2021-07-01,Malibu Rising,Taylor Jenkins Reid,4,2021,7,combined-print-and-e-book-fiction
454,2021-07-01,Golden Girl,Elin Hilderbrand,5,2021,7,combined-print-and-e-book-fiction
455,2021-07-01,Where The Crawdads Sing,Delia Owens,6,2021,7,combined-print-and-e-book-fiction
456,2021-07-01,Sooley,John Grisham,7,2021,7,combined-print-and-e-book-fiction
457,2021-07-01,The Midnight Library,Matt Haig,8,2021,7,combined-print-and-e-book-fiction
458,2021-07-01,Project Hail Mary,Andy Weir,9,2021,7,combined-print-and-e-book-fiction
459,2021-07-01,People We Meet On Vacation,Emily Henry,10,2021,7,combined-print-and-e-book-fiction
460,2021-07-01,The Silent Patient,Alex Michaelides,11,2021,7,combined-print-and-e-book-fiction
461,2021-07-01,The Song Of Achilles,Madeline Miller,12,2021,7,combined-print-and-e-book-fiction
462,2021-07-01,The Four Winds,Kristin Hannah,13,2021,7,combined-print-and-e-book-fiction
463,2021-07-01,The Other Black Girl,Zakiya Dalila Harris,14,2021,7,combined-print-and-e-book-fiction
464,2021-07-01,Million Dollar Demon,Kim Harrison,15,2021,7,combined-print-and-e-book-fiction
465,2021-08-01,The Cellist,Daniel Silva,1,2021,8,combined-print-and-e-book-fiction
466,2021-08-01,The Last Thing He Told Me,Laura Dave,2,2021,8,combined-print-and-e-book-fiction
467,2021-08-01,It'S Better This Way,Debbie Macomber,3,2021,8,combined-print-and-e-book-fiction
468,2021-08-01,People We Meet On Vacation,Emily Henry,4,2021,8,combined-print-and-e-book-fiction
469,2021-08-01,The Paper Palace,Miranda Cowley Heller,5,2021,8,combined-print-and-e-book-fiction
470,2021-08-01,Where The Crawdads Sing,Delia Owens,6,2021,8,combined-print-and-e-book-fiction
471,2021-08-01,A Time For Mercy,John Grisham,7,2021,8,combined-print-and-e-book-fiction
472,2021-08-01,Malibu Rising,Taylor Jenkins Reid,8,2021,8,combined-print-and-e-book-fiction
473,2021-08-01,The Midnight Library,Matt Haig,9,2021,8,combined-print-and-e-book-fiction
474,2021-08-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,10,2021,8,combined-print-and-e-book-fiction
475,2021-08-01,It Ends With Us,Colleen Hoover,11,2021,8,combined-print-and-e-book-fiction
476,2021-08-01,Falling,T.J. Newman,12,2021,8,combined-print-and-e-book-fiction
477,2021-08-01,The President'S Daughter,Bill Clinton and James Patterson,13,2021,8,combined-print-and-e-book-fiction
478,2021-08-01,Project Hail Mary,Andy Weir,14,2021,8,combined-print-and-e-book-fiction
479,2021-08-01,The Song Of Achilles,Madeline Miller,15,2021,8,combined-print-and-e-book-fiction
480,2021-09-01,Bloodless,Douglas Preston and Lincoln Child,1,2021,9,combined-print-and-e-book-fiction
481,2021-09-01,Billy Summers,Stephen King,2,2021,9,combined-print-and-e-book-fiction
482,2021-09-01,Complications,Danielle Steel,3,2021,9,combined-print-and-e-book-fiction
483,2021-09-01,The Noise,James Patterson and J.D. Barker,4,2021,9,combined-print-and-e-book-fiction
484,2021-09-01,It Ends With Us,Colleen Hoover,5,2021,9,combined-print-and-e-book-fiction
485,2021-09-01,The Last Thing He Told Me,Laura Dave,6,2021,9,combined-print-and-e-book-fiction
486,2021-09-01,People We Meet On Vacation,Emily Henry,7,2021,9,combined-print-and-e-book-fiction
487,2021-09-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,8,2021,9,combined-print-and-e-book-fiction
488,2021-09-01,Nine Perfect Strangers,Liane Moriarty,9,2021,9,combined-print-and-e-book-fiction
489,2021-09-01,The Song Of Achilles,Madeline Miller,10,2021,9,combined-print-and-e-book-fiction
490,2021-09-01,Where The Crawdads Sing,Delia Owens,11,2021,9,combined-print-and-e-book-fiction
491,2021-09-01,The Midnight Library,Matt Haig,12,2021,9,combined-print-and-e-book-fiction
492,2021-09-01,The Paper Palace,Miranda Cowley Heller,13,2021,9,combined-print-and-e-book-fiction
493,2021-09-01,Malibu Rising,Taylor Jenkins Reid,14,2021,9,combined-print-and-e-book-fiction
494,2021-09-01,The Guest List,Lucy Foley,15,2021,9,combined-print-and-e-book-fiction
495,2021-10-01,Apples Never Fall,Liane Moriarty,1,2021,10,combined-print-and-e-book-fiction
496,2021-10-01,Vince Flynn: Enemy At The Gates,Kyle Mills,2,2021,10,combined-print-and-e-book-fiction
497,2021-10-01,Harlem Shuffle,Colson Whitehead,3,2021,10,combined-print-and-e-book-fiction
498,2021-10-01,"Beautiful World, Where Are You",Sally Rooney,4,2021,10,combined-print-and-e-book-fiction
499,2021-10-01,It Ends With Us,Colleen Hoover,5,2021,10,combined-print-and-e-book-fiction
500,2021-10-01,The Last Thing He Told Me,Laura Dave,6,2021,10,combined-print-and-e-book-fiction
501,2021-10-01,Forgotten In Death,J.D. Robb,7,2021,10,combined-print-and-e-book-fiction
502,2021-10-01,Billy Summers,Stephen King,8,2021,10,combined-print-and-e-book-fiction
503,2021-10-01,A Slow Fire Burning,Paula Hawkins,9,2021,10,combined-print-and-e-book-fiction
504,2021-10-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,10,2021,10,combined-print-and-e-book-fiction
505,2021-10-01,The Love Hypothesis,Ali Hazelwood,11,2021,10,combined-print-and-e-book-fiction
506,2021-10-01,The Midnight Library,Matt Haig,12,2021,10,combined-print-and-e-book-fiction
507,2021-10-01,The Wisdom Of Crowds,Joe Abercrombie,13,2021,10,combined-print-and-e-book-fiction
508,2021-10-01,People We Meet On Vacation,Emily Henry,14,2021,10,combined-print-and-e-book-fiction
509,2021-10-01,Empire Of The Vampire,Jay Kristoff,15,2021,10,combined-print-and-e-book-fiction
510,2021-11-01,The Judge'S List,John Grisham,1,2021,11,combined-print-and-e-book-fiction
511,2021-11-01,The Lincoln Highway,Amor Towles,2,2021,11,combined-print-and-e-book-fiction
512,2021-11-01,The Wish,Nicholas Sparks,3,2021,11,combined-print-and-e-book-fiction
513,2021-11-01,State Of Terror,Hillary Rodham Clinton and Louise Penny,4,2021,11,combined-print-and-e-book-fiction
514,2021-11-01,It Ends With Us,Colleen Hoover,5,2021,11,combined-print-and-e-book-fiction
515,2021-11-01,Dune,Frank Herbert,6,2021,11,combined-print-and-e-book-fiction
516,2021-11-01,Apples Never Fall,Liane Moriarty,7,2021,11,combined-print-and-e-book-fiction
517,2021-11-01,Dear Santa,Debbie Macomber,8,2021,11,combined-print-and-e-book-fiction
518,2021-11-01,Cloud Cuckoo Land,Anthony Doerr,9,2021,11,combined-print-and-e-book-fiction
519,2021-11-01,Oh William!,Elizabeth Strout,10,2021,11,combined-print-and-e-book-fiction
520,2021-11-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,11,2021,11,combined-print-and-e-book-fiction
521,2021-11-01,The Last Thing He Told Me,Laura Dave,12,2021,11,combined-print-and-e-book-fiction
522,2021-11-01,The Love Hypothesis,Ali Hazelwood,13,2021,11,combined-print-and-e-book-fiction
523,2021-11-01,Silverview,John Le Carré,14,2021,11,combined-print-and-e-book-fiction
524,2021-11-01,Over My Dead Body,Jeffrey Archer,15,2021,11,combined-print-and-e-book-fiction
525,2021-12-01,Mercy,David Baldacci,1,2021,12,combined-print-and-e-book-fiction
526,2021-12-01,The Judge'S List,John Grisham,2,2021,12,combined-print-and-e-book-fiction
527,2021-12-01,The Dark Hours,Michael Connelly,3,2021,12,combined-print-and-e-book-fiction
528,2021-12-01,The Stranger In The Lifeboat,Mitch Albom,4,2021,12,combined-print-and-e-book-fiction
529,2021-12-01,The Lincoln Highway,Amor Towles,5,2021,12,combined-print-and-e-book-fiction
530,2021-12-01,Clive Cussler'S The Devil'S Sea,Dirk Cussler,6,2021,12,combined-print-and-e-book-fiction
531,2021-12-01,Tom Clancy: Chain Of Command,Marc Cameron,7,2021,12,combined-print-and-e-book-fiction
532,2021-12-01,The Wish,Nicholas Sparks,8,2021,12,combined-print-and-e-book-fiction
533,2021-12-01,Better Off Dead,Lee Child and Andrew Child,9,2021,12,combined-print-and-e-book-fiction
534,2021-12-01,It Ends With Us,Colleen Hoover,10,2021,12,combined-print-and-e-book-fiction
535,2021-12-01,Termination Shock,Neal Stephenson,11,2021,12,combined-print-and-e-book-fiction
536,2021-12-01,Game On,Janet Evanovich,12,2021,12,combined-print-and-e-book-fiction
537,2021-12-01,Never,Ken Follett,13,2021,12,combined-print-and-e-book-fiction
538,2021-12-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,14,2021,12,combined-print-and-e-book-fiction
539,2021-12-01,Guild Boss,Jayne Castle,15,2021,12,combined-print-and-e-book-fiction
540,2022-01-01,Call Us What We Carry,Amanda Gorman,1,2022,1,combined-print-and-e-book-fiction
541,2022-01-01,The Judge'S List,John Grisham,2,2022,1,combined-print-and-e-book-fiction
542,2022-01-01,The Lincoln Highway,Amor Towles,3,2022,1,combined-print-and-e-book-fiction
543,2022-01-01,It Ends With Us,Colleen Hoover,4,2022,1,combined-print-and-e-book-fiction
544,2022-01-01,The Stranger In The Lifeboat,Mitch Albom,5,2022,1,combined-print-and-e-book-fiction
545,2022-01-01,Go Tell The Bees That I Am Gone,Diana Gabaldon,6,2022,1,combined-print-and-e-book-fiction
546,2022-01-01,The Wish,Nicholas Sparks,7,2022,1,combined-print-and-e-book-fiction
547,2022-01-01,Wish You Were Here,Jodi Picoult,8,2022,1,combined-print-and-e-book-fiction
548,2022-01-01,Fear No Evil,James Patterson,9,2022,1,combined-print-and-e-book-fiction
549,2022-01-01,Cloud Cuckoo Land,Anthony Doerr,10,2022,1,combined-print-and-e-book-fiction
550,2022-01-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,11,2022,1,combined-print-and-e-book-fiction
551,2022-01-01,The Midnight Library,Matt Haig,12,2022,1,combined-print-and-e-book-fiction
552,2022-01-01,The Last Thing He Told Me,Laura Dave,13,2022,1,combined-print-and-e-book-fiction
553,2022-01-01,Verity,Colleen Hoover,14,2022,1,combined-print-and-e-book-fiction
554,2022-01-01,Where The Crawdads Sing,Delia Owens,15,2022,1,combined-print-and-e-book-fiction
555,2022-02-01,It Ends With Us,Colleen Hoover,1,2022,2,combined-print-and-e-book-fiction
556,2022-02-01,The Seven Husbands Of Evelyn Hugo,Taylor Jenkins Reid,2,2022,2,combined-print-and-e-book-fiction
557,2022-02-01,Verity,Colleen Hoover,3,2022,2,combined-print-and-e-book-fiction
558,2022-02-01,One Step Too Far,Lisa Gardner,4,2022,2,combined-print-and-e-book-fiction
559,2022-02-01,Ugly Love,Colleen Hoover,5,2022,2,combined-print-and-e-book-fiction
560,2022-02-01,The Maid,Nita Prose,6,2022,2,combined-print-and-e-book-fiction
561,2022-02-01,The Lincoln Highway,Amor Towles,7,2022,2,combined-print-and-e-book-fiction
562,2022-02-01,The Midnight Library,Matt Haig,8,2022,2,combined-print-and-e-book-fiction
563,2022-02-01,November 9,Colleen Hoover,9,2022,2,combined-print-and-e-book-fiction
564,2022-02-01,The Last Thing He Told Me,Laura Dave,10,2022,2,combined-print-and-e-book-fiction
565,2022-02-01,Lightning In A Mirror,Jayne Ann Krentz,11,2022,2,combined-print-and-e-book-fiction
566,2022-02-01,The Judge'S List,John Grisham,12,2022,2,combined-print-and-e-book-fiction
567,2022-02-01,Electric Idol,Katee Robert,13,2022,2,combined-print-and-e-book-fiction
568,2022-02-01,The Love Hypothesis,Ali Hazelwood,14,2022,2,combined-print-and-e-book-fiction
569,2022-02-01,Wish You Were Here,Jodi Picoult,15,2022,2,combined-print-and-e-book-fiction
570,2022-03-01,House Of Sky And Breath,Sarah J. Maas,1,2022,3,combined-print-and-e-book-fiction
571,2022-03-01,It Ends With Us,Colleen Hoover,2,2022,3,combined-print-and-e-book-fiction
